,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Neighborhood_NAmes,Neighborhood_CollgCr,Neighborhood_OldTown,Neighborhood_Edwards,Neighborhood_NridgHt,Neighborhood_Gilbert,Condition1_Norm,Condition1_Feedr,Condition1_RRAn,Condition1_RRAe,Condition2_PosN,HouseStyle_1Story,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_1.5Unf,RoofMatl_Tar&Grv,RoofMatl_WdShngl,RoofMatl_ClyTile,Exterior1st_MetalSd,Exterior1st_HdBoard,Exterior1st_Plywood,Exterior1st_CemntBd,Exterior1st_BrkFace,Exterior2nd_Wd Sdng,Exterior2nd_Plywood,Exterior2nd_Wd Shng,Functional_Typ,Functional_Min2,Functional_Min1,Functional_Maj1,Functional_Sev,SaleType_WD,SaleType_New,SaleType_COD,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LandSlope_Mod,LandSlope_Sev,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,RoofStyle_Gable,RoofStyle_Gambrel,MasVnrType_None,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Gd,Foundation_CBlock,Foundation_PConc,Foundation_Wood,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_BsmtFinType1_Missing,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_OthW,HeatingQC_Gd,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Fa,FireplaceQu_FireplaceQu_Missing,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_BuiltIn,GarageType_Detchd,GarageType_GarageType_Missing,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_GarageQual_Missing,GarageQual_TA,GarageCond_Fa,GarageCond_GarageCond_Missing,GarageCond_Po,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,MiscFeature_Shed,MiscFeature_TenC,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SalePrice
0,0.07050763221726923,-0.17373288853422114,-0.308018001450249,0.6471373934631425,-0.5173375782051054,-1.046702033884091,-0.8968329284307163,0.6219438385570403,0.6125076711089311,-0.3202254012933369,-0.9387616944623809,-0.45824397556024793,-0.8063953883072865,1.2151521515847206,-0.11601206543703042,0.4445949430960202,1.0942762050770347,-0.2525381361380527,0.7888959585920384,1.241828173212923,0.18101420226012893,-0.2103480903173317,1.0089568883982587,-0.9323842520805836,-0.9832856396657982,0.3077226329316301,0.3573763975959765,-0.7744020776140084,0.24630036499802802,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-1.5521835341880752,-0.157645529176152,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,208500
1,-0.8780568723312784,0.5192842288845307,-0.060423205052247145,-0.06419726308813735,2.2201995259395155,-0.1546608973616402,0.3956041903392382,-0.6130315221822054,1.2343114653598108,-0.3202254012933369,-0.6319931206889613,0.5122824796629549,0.2872488248441482,-0.7875086453684754,-0.11601206543703042,-0.4838640970342613,-0.8218642555011365,3.959797974644666,0.7888959585920384,-0.7589117289280382,0.18101420226012893,-0.2103480903173317,-0.2879021733740654,0.634990019330571,0.0882676009382292,0.3077226329316301,-0.05660935633963226,1.73393903445431,-0.7583240440656147,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-0.4469248572580886,0.6029615777084554,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,181500
2,0.07050763221726923,-0.03512946505047076,0.2948215028231468,0.6471373934631425,-0.5173375782051054,-0.9806249126602059,-0.8489648869947921,0.4077134188369671,0.10957813164130788,-0.3202254012933369,-0.2885954634799096,-0.305254583603881,-0.633998270963218,1.2432925843287936,-0.11601206543703042,0.6021013874038358,1.0942762050770347,-0.2525381361380527,0.7888959585920384,1.241828173212923,0.18101420226012893,-0.2103480903173317,-0.2879021733740654,0.634990019330571,-0.9039113255469813,0.3077226329316301,0.6396394116429825,-0.7744020776140084,-0.0666154345463853,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,1.0267533786485603,-0.157645529176152,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,223500
3,0.30764875835440614,-0.40473859434047177,-0.07118819619998636,0.6471373934631425,-0.5173375782051054,1.86069129996686,0.6828124389547837,-0.6130315221822054,-0.5076535758871388,-0.3202254012933369,-0.045927785718846356,-0.6972899004920713,-0.5235563676646741,0.9853386175081245,-0.11601206543703042,0.45910211559805586,1.0942762050770347,-0.2525381361380527,-1.0327963320844937,-0.7589117289280382,0.18101420226012893,-0.2103480903173317,0.36052735751209664,0.634990019330571,-0.7848498543687561,1.6229638535138102,0.7995884529362859,-0.7744020776140084,-0.1819002027995902,3.5344821260269206,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-1.5521835341880752,1.3635686845930626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140000
4,0.07050763221726923,0.7040887935295312,0.9428739699170472,1.3584720500144223,-0.5173375782051054,-0.9475863520482632,-0.7532288041229436,1.592281621995019,0.49591945968689116,-0.3202254012933369,-0.16039367145519692,0.23259874749272155,-0.027914655300477074,1.6818143279239315,-0.11601206543703042,1.4559521118093626,1.0942762050770347,-0.2525381361380527,0.7888959585920384,1.241828173212923,1.4341693174704868,-0.2103480903173317,1.6573864192844205,0.634990019330571,-0.8642241684875729,1.6229638535138102,1.7122388650216054,0.8417103167387336,0.6250931749728441,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,2.132012055578547,-0.157645529176152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,250000
5,-0.16663349391986768,0.7502899346907813,0.9116554955886035,-0.7755319196394171,-0.5173375782051054,-0.7163164277646649,-0.5138885969433223,-0.6130315221822054,0.6719447985005592,-0.3202254012933369,-1.1356430179289039,-0.601671530519342,-0.9680176858173507,0.5397817657269685,-0.11601206543703042,-0.2766187755766092,1.0942762050770347,-0.2525381361380527,-1.0327963320844937,1.241828173212923,-2.325296028160587,-0.2103480903173317,-0.9363317042602274,-0.9323842520805836,-0.586414069071714,0.3077226329316301,0.03747831500936974,-0.4377119954571871,-0.2642464658375937,-0.387684781235903,8.938055275002865,-0.30289544525509876,-0.066884251487481,3.719240125292174,1.3951729376252227,-0.9182526360607594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,143000
6,-0.8780568723312784,0.2882785230782801,0.0437819092578684,1.3584720500144223,-0.5173375782051054,-1.0797405944960337,-0.9925690113025648,0.5589348915805482,2.1281544195954503,-0.3202254012933369,-0.5564456361029699,1.525837201373886,1.4509293669166108,-0.7875086453684754,-0.11601206543703042,0.41143569166279587,1.0942762050770347,-0.2525381361380527,0.7888959585920384,-0.7589117289280382,0.18101420226012893,-0.2103480903173317,0.36052735751209664,0.634990019330571,-1.0229727967252067,0.3077226329316301,0.7713621515315853,1.3719971961357271,0.1804233545676252,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,0.6583338196718981,0.6029615777084554,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,307000
7,0.07050763221726923,3.215811436081692,0.10794125649839409,0.6471373934631425,0.3951747898431016,-0.055545215525812326,0.5392083146470109,0.8991832052536056,0.9622723053750508,-0.0711289201659214,-0.7876667252903982,0.14176129601862866,-0.13027544372351776,1.5176618035835057,-0.11601206543703042,1.2321271646350982,1.0942762050770347,-0.2525381361380527,0.7888959585920384,1.241828173212923,0.18101420226012893,-0.2103480903173317,0.36052735751209664,2.2023642907417256,0.20732907211645446,0.3077226329316301,0.05629584927917013,1.2036521550573165,2.601403487884928,3.5344821260269206,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,1.7795286521824987,1.7635924966018848,-0.9182526360607594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,200000
8,-0.16663349391986768,-0.8205488647917228,-0.8096665889348962,0.6471373934631425,-0.5173375782051054,1.332074330175778,1.6401732676732685,-0.6130315221822054,-1.0014389419098961,-0.3202254012933369,0.8972711127486824,-0.22875988762569752,-0.35924036519610875,0.9759584732601002,-0.11601206543703042,0.5772319488289176,-0.8218642555011365,-0.2525381361380527,0.7888959585920384,-0.7589117289280382,-1.072140912950229,4.572061341424771,1.0089568883982587,2.2023642907417256,1.8741896686116082,0.3077226329316301,-0.01897428780003146,-0.01684939276116054,-0.7583240440656147,3.3376558763573696,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-0.8153444162347508,-0.157645529176152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129900
9,3.0274346071700298,-0.866750005952973,-0.5297768190936767,-0.7755319196394171,0.3951747898431016,1.067765845280237,1.6401732676732685,-0.6130315221822054,0.9439839584853191,-0.3202254012933369,-0.961654871609651,-0.1355319769022864,-0.21108659247854988,-0.7875086453684754,-0.11601206543703042,-0.8672679417309177,1.0942762050770347,-0.2525381361380527,-1.0327963320844937,-0.7589117289280382,-1.072140912950229,4.572061341424771,-0.9363317042602274,2.2023642907417256,1.5566924121363408,-1.0075185876505501,-1.2562271660394078,-0.7744020776140084,-0.6924470336352119,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-1.9206030931647375,-0.157645529176152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,118000
10,-0.8780568723312784,0.057272817272029486,0.2840565116754076,-0.7755319196394171,-0.5173375782051054,0.2087632693697287,0.922152646134405,-0.6130315221822054,1.069716343352225,-0.3202254012933369,-0.9753907778980131,-0.018399473685692974,-0.3107536759430895,-0.7875086453684754,-0.11601206543703042,-0.943948710670249,1.0942762050770347,-0.2525381361380527,-1.0327963320844937,-0.7589117289280382,0.18101420226012893,-0.2103480903173317,-0.9363317042602274,-0.9323842520805836,0.5248263285917218,-1.0075185876505501,-0.41414250746583986,-0.7744020776140084,-0.7583240440656147,-0.387684781235903,-0.11253314579875011,-0.30289544525509876,-0.066884251487481,-0.1601828209271766,-1.5521835341880752,-0.157645529176152,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,129500
